author,text,date,likes,polarity,rating,emotion,aspect
jujitsu,Liat umr nya monyet,-,0,Negatif,2,Sarkas,UMR:Monyet
yhen_fadil09,ngomong naun sih pak...,-,0,Negatif,2,Sarkas,Mentan:Blunder
𝑌𝑢𝑙𝑖𝑖.𝐺𝑅𝐿9♍,"serius nanya, ini isi kepala nya ada gk?",-,0,Negatif,1,Sarkas,Mentan:Blunder
Story.senja,Oon 😭,-,0,Negatif,2,Sarkas,Beras:Mahal
pixy.notfound,pekok dipelihara,-,0,Negatif,1,Marah,Mentan:Blunder
Zyxumiya,ya beda dong dari gaji/pendapatan trus nilai mata uang aja udah beda. survey lagi deh BANG,-,0,Positif,4,Senang,Survey:BENAR
Ainuunyu,bapak bangun dong liat umr kita😂 ko d banding bandingkan,-,0,Positif,5,Senang,Bapak Bangun:Dukung
黄 Ko Petrus,gak mampu mundur bodoh,-,0,Negatif,1,Marah,Mentan:Bodoh
LiBra girl,go the block ni aki2,-,0,Negatif,2,Sarkas,Mentan:Blunder
ニーナ,heh pak jgn bandingkan sama Jepang gamalu apa,-,0,Negatif,2,Sarkas,Bandingkan:Mengganggu
DaniSuryana_07,indo sama jepang beda pak,-,0,Negatif,1,Marah,Jepang:Beda
aliyandra saputra,bayarane manjing Piro kok pnk cangkme lk omong..Rego 14 ewu ws Ngah ngoh kok rumasaku,-,0,Negatif,5,Sarkas,Mentan:Blunder
ahmad khotib,eh tolol dia tolol se tololnya,-,0,Negatif,5,Sarkas,Tolol:Mengganggu
Yiyi,kalo beras di Indo 100 rb per kg gw pindah ke hogwarts aja,-,0,Negatif,1,Sarkas,Beras:Mahal
gembil07,Ini menteri2 pada kenapa sih heran banget anj,-,0,Negatif,2,Sarkas,Mentan:Blunder
resayra,🤣,-,0,Negatif,2,Sarkas,Beras:Mahal
RizkaDwiNurfajrin,"Disamain ama jepang, keren bangat luuuh",-,0,Negatif,2,Sarkas,Jepang:Beda
ee&aa,jepang negara maju rakyat makmur korupsi g ada .la sini uang rakyat di makan pejabat.,-,0,Negatif,5,Marah,Jepang:Beda
Kuwyy,"ngebandingin Jepang anjay, pendapatan aja udah beda. konsumsi naik pendapatan flat ya gimana ga ribut? 😅",-,0,Positif,5,Senang,Jepang:Berbeda
mochiezaa🥀,ngomong ky gk dipikir dulu,-,0,Negatif,1,Sarkas,Mentan:Blunder
nlsp,kocak banget nih orangg amit amit,-,0,Negatif,2,Sarkas,Beras:Mahal
iyun🥸,"lawak pakde, gaji mu 3jt / hari kmi 3jt/bln",-,0,Negatif,2,Sarkas,Gaji:Beda
cici🫧,Oon,-,0,Negatif,2,Marah,Beras:Mahal
Kenny Tembem,beda lah UMR jepang aja puluhan juta 😅 ngomong gak ngotak,-,0,Negatif,1,Marah,UMR Jepang:Beda
liii,jepang disamain indo kocak bgt😂,-,0,Negatif,2,Sarkas,Jepang:Beda
sarlisheza,"jepang beras mahal karna berasnya beda,",-,0,Negatif,2,Sarkas,Jepang:Beda
Teler ki🀄,emg di jepang ada sawah?,-,0,Negatif,5,Sarkas,Jepang:KurangRealistik
Wahyudi Cool,"ko bisa ya , orang ini jd anggota 😂😂😂, secara UMR Qt aja beda",-,0,Positif,5,Senang,Aspek:Netizen:Ketawa
fauzirashop,pak turun aja pak.. gawe mumet,-,0,Negatif,2,Sarkas,Mentan:Blunder
Ola🌺,tolol bgt si pak😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
emondoank02,"Mentri kok dongo,,, dibandingin sama jepang,,hadeuhh,, salah pilih Mentri BPK presiden kita,,",-,0,Negatif,1,Marah,Mentan:Blunder
IbusukaJajan🍜🍡🧋,pendapatan di Indonesia itu rata² berapa bapakkkkkkkk........jangan kau samakan sama pendapatan mu 😒😒😒😒,-,0,Negatif,2,Sarkas,Pendapatan:Malah
mecca12,WOY ELAH KESEL BET GUA,-,0,Negatif,1,Sarkas,Mentan:Blunder
xihon,"hdehhh UMR jepang gede pak, bandingin UMR Indonesia udah kecil kena pajak lagi😭",-,0,Negatif,2,Marah,UMR Indonesia:Besar
ドラちゃん,"Tolo,,",-,0,Negatif,2,Marah,Beras:Mahal
🩵,BUBARKAN DPR!!!! BEBAN!!!,-,0,Negatif,1,Marah,DPR:Beban
M Dadan,Tenaga kerjanya samain dong sama jepang 😅,-,0,Negatif,2,Sarkas,Tenaga Kerja:Miring
americano3s_,"jepang kalo menterinya bermasalah mengundurkan diri, indonesia??",-,0,Negatif,2,Sarkas,Mentan:Bermasalah
pril18,"bukannya gak mau naik, tapi gaji saya juga gak naik2 buat kesenjangannya aja udh berbeda klau smua naik, gaji gak naik ya gmnaa",-,0,Negatif,2,Kecewa,Gaji:Kecil
bunara✨,"UMR 3jt , disamain sama UMR 30jt , banyak2 istigfhar pak 😫",-,0,Negatif,5,Marah,UMR:BedaDenganJepang
Bang halim,jangankan naik 100 pak.naik 1juta aja gpp.tapi naikikn juga dong UMR pekerja.kalo ngomong jgan bandingin dong yang sama gaji 2digit,-,0,Negatif,2,Marah,UMR Indonesia:BedaDenganJepang
.,Bandingin coba kinerja kau sama pemerintahan jepang bujangg!!!,-,0,Negatif,5,Sarkas,Mentan:Blunder
viiin?,pea dongo jepang anti korupsi,-,0,Negatif,2,Marah,Beras:Mahal
astynomnom,makin muak muak sma kalian anj,-,0,Negatif,1,Sarkas,Mentan:Blunder
Herni Sri purwasih,mundurr aja pak jdi dprrr GK pantesssss,-,0,Negatif,2,Sarkas,Mentan:Blunder
User7658954330,si bro mencoba menjelaskan,-,0,Negatif,1,Marah,Mentan:Blunder
Lyly 🦋,"amit amit ya Allah,neroko panggonanmu pak",-,0,Negatif,5,Marah,Mentan:Blunder
Elvi Riaa,Goblok kok di pelihara 🤬,-,0,Negatif,1,Marah,Mentan:Blunder
scpy_purutul,"ngaca anj ini indo, tolol banget sii padahal udah tuaa",-,0,Negatif,5,Sarkas,Mentan:Blunder
Creeper.,bener kah rata rata anggota DPR punya pikiran kek gini ?😢,-,0,Negatif,1,Marah,Mentan:Blunder
harnoo²8,makek ini orang,-,0,Negatif,2,Sarkas,Makek ini orang:Beda
septi yuri,minimal gajinya 11 12 dg jepang ga jd masalah naik 100rb .la ini 4jt 3jt 2jt 1jt dan masih bnyk yg dibawa 1jt naik 100rb 🤣🤣🤣,-,0,Positif,5,Senang,Gaji:Banyak
BUBUR🍲AYAM mas jangkung,indonesia banyak pejabat sarjana.tapi otak nya gak becus.harga bole naik tapi lihat dulu.cari kerja an aja susa.PHK di mana mana.,-,0,Negatif,1,Marah,Mentan:Blunder
Eve.H,Tooooooooloooooooooooooooooo. Llllllll,-,0,Negatif,1,Sarkas,Mentan:Blunder
Ayu,pindahin aja ni orang suruh nanam padi dijepang,-,0,Negatif,1,Sarkas,Mentan:Blunder
ir..one,naikan umr jadi 20juta. biar la beras mahal..,-,0,Positif,5,Senang,UMR:Besar
n,Oon,-,0,Negatif,2,Marah,Beras:Mahal
🍣❣️,yeee stresss,-,0,Negatif,1,Sarkas,Mentan:Blunder
Ta♡˚᷀*🦢,Gila semua gila 🗿,-,0,Negatif,1,Marah,Mentan:Blunder
monmon,ni orang ngomong pake mikir dulu gak si??😔😔,-,0,Negatif,2,Sarkas,Mentan:Blunder
esmatchai•✧♪,pak pulang aja deh kerumahh serius😭,-,0,Negatif,2,Sarkas,Mentan:Blunder
srizjm,"klo gitu konsep nya samain juga gajinya indo kyk jepang, lapangan kerja aja susah, mau di samain sm negara maju",-,0,Negatif,2,Sarkas,Gaji:Kecil
user001290402,HA HA,-,0,Negatif,2,Sarkas,Beras:Mahal
nobitaaa,nih para pejabat pemikiranya pada kenapa sih😭😭 cape bngt,-,0,Negatif,2,Sarkas,Mentan:Blunder
y🅰️n,kok dongo sih anj,-,0,Negatif,2,Sarkas,Beras:Mahal
Sishi pake H,"naha sih harus dibandingin sama negara negara maju? dari jaman sd sampe skrg udah punya anak, ini negara masiiiiiiiih aja jadi negara berkembang. bahkan keknya sekarang jadi negara menciuttttt liat kondisi negeri begini.. MIRIS",-,0,Negatif,5,Sarkas,Mentan:Blunder
achaa🤏,orng jepang mana yg kerja gajinya UMR indo,-,0,Negatif,2,Sarkas,Jepang:Kecil
winaaaaaafffff,tebak iq dpr?,-,0,Negatif,5,Sarkas,Mentan:Blunder
Putri,"Hehhh kalau mahal berassss berarti gaji dan pendapatan rakyat Indonesia harus minimal 8 jt perbulannn, jangan kau naikkan beras tpi pendapatan rakyat begini begini aja, apa gk mikir kesana dulu? Sebelum mengajukan pendapatmuuuuu??? Percuma punya pendidikan tinggi",-,0,Negatif,1,Marah,Beras:Mahal
Haygall_,ya kalau harga disamain sama jepang. umr juga disamain dong bro. masak gitu aja harus dijelasin😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
cahya olshop,Jepang 100rb/kg pendptn mrk rata2 besar. selain itu pemerintah tdk sibuk memperkaya dri sendiri jd rakyat nya yg diperkaya,-,0,Negatif,1,Marah,Pemerintah:Blunder
Beatdone,wes gak kerja. duit 10rb aj gimana caranya buat kasih lauk anak sama suami. sekarang gitu dibahas.,-,0,Negatif,2,Marah,Beras:Mahal
@sucintawulandari,kog bisa orng gak punya otak jadi anggota dewan,-,0,Negatif,1,Sarkas,Mentan:Blunder
nigitaga,bedaaa brooooo....,-,0,Negatif,2,Sarkas,Beras:Mahal
Iwan yang dulu,pajak naik.. semua naik.. kamu naikkan harga beras.. ekonomi menurun.. dimana hatimu pak,-,0,Negatif,2,Marah,Mentan:Mahal
mamasyifa@teacherMC,Gilak..jepang 100 ribu..tp gaji orang disana tinggi,-,0,Negatif,2,Sarkas,Jepang:Kecil
muya,"lah,jepang aja UMR nya udah berapa pak???",-,0,Negatif,2,Sarkas,Jepang:BerapaPak
يحيى,"set dah dijepang minim korupsi umr tinggi, pola pikirnya gimana ko di samain sama jepang",-,0,Negatif,1,Sarkas,Jepang:KurangBisa
Yulisthina Yusuff,kok bsa jd dpr,-,0,Negatif,2,Sarkas,Beras:Mahal
Zuxin,mata uang jepang di rupiah kan? yailah dunguu🤣,-,0,Positif,5,Senang,Jepang:WorthComparing
Nulaa,"Yeee kualitas beras jepang juga lebih bagus paa, lagian jepang negara maju",-,0,Positif,4,Senang,Beras:Bagus
Zero,"di Indonesia klo gaji semua orang 40 jt beras 100k gk masalah, mikir otak dengkul",-,0,Negatif,5,Marah,UMR Indonesia:Besar
Asiska,pengen ngetik yg kasar gk berani ah,-,0,Negatif,1,Sarkas,Mentan:Blunder
iniana,syaratnya harus dongo🥰,-,0,Negatif,1,Sarkas,Mentan:Blunder
Sculs,indo kok dbndingkn negara jepang yg maju ekonominya..,-,0,Negatif,2,Sarkas,Aspek:BedaEconomy
ikhsann,lawakk,-,0,Negatif,2,Sarkas,Beras:Mahal
mikow,tlol,-,0,Negatif,1,Marah,Mentan:Blunder
rahmawatii1,umr jepang ro indonesia e bedo adoh kok dipadakke,-,0,Negatif,1,Sarkas,UMR Indonesia:BedaDenganJepang
mingyuu gf,JANGAN DI SAMAIN AMA JEPAN KOCAKKKK,-,0,Negatif,5,Sarkas,Mentan:Blunder
xxxx69,"wong pea di bandigin sama jepang,,,lawak😂",-,0,Negatif,2,Sarkas,Beras:Mahal
Thuy,ehh tolong pak dijepang umr nya aja udah beda tauu🙏🏻,-,0,Positif,5,Senang,Jepang:DapatDiBandingkan
sintaa,"beras harganya murah kualitas terbaik, harga kaga naik² tapi tunjangan dpr buat beli beras naik 12jt/bulan, ini negara kalau ngga negara kocak ngga mungkin",-,0,Negatif,2,Sarkas,Tunjangan:DPR:Mahal
Nia Binti Ali,mentri pada kenapa sihhh 😭😭😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
Novita Iswahyuni,Lawak lawak,-,0,Negatif,1,Marah,Mentan:Blunder
Fanyfrd,koclok,-,0,Negatif,2,Marah,Harga:Beras:Mahal
ka nay6661,yg tlol2 itu Mereka,-,0,Negatif,5,Marah,Mentan:Blunder
Adiba,UMR kita bisa ga di samain sama jpn pa jangan hanya pengeluaran kita yang harus di samain sama jpn pemasukan juga harus di samain dong,-,0,Negatif,2,Marah,UMR:BedaDenganJepang
rose,setarakan gaji DPR dengan pns titik,-,0,Negatif,2,Sarkas,Gaji:Kecil
mamen,dipadakke kro jepang 😭😭 tolong kinerja anda aja gada apa’ nya sm jepang,-,0,Negatif,2,Sarkas,Mentan:Blunder
Jaeyeonnii,disangka semua org gajinya kaya die,-,0,Negatif,5,Sarkas,Gaji:Kecil
taromilo,"Bener bgt bu, income indonesia itu kecil, yg gede itu income dpr",-,0,Negatif,2,Sarkas,Gaji:BedaDenganJepang
Serbacustom,petani kesejahteraan terjaga??? kocak amattt😂,-,0,Negatif,2,Sarkas,Mentan:Blunder
CAL,"pak, umr jepang juga bagus dan meningkat. masyarakat hidup terjamin. lha disini, harga dagang meningkat, umr msh gitu2 aja.",-,0,Positif,4,Senang,UMR Jepang:Dukung
Ajeng syifa fuzh,Bandinginya sama malaysia lahhh anj,-,0,Negatif,1,Marah,Bandingannya:Sarkas
sitymaesaroh,😂😂,-,0,Negatif,2,Sarkas,Beras:Mahal
King Riq,kok ada orang setolol ini di pejabat,-,0,Negatif,5,Sarkas,Mentan:Setolol
*farzan*,"pa jepang tingkat pengangguran nya rendah, lah di kita yg nganggur d mna""",-,0,Negatif,2,Sarkas,Jepang:KegiatanEconomic
Teodora Merychan,kalau kmi jatah berasx 12 jta Kya bpk..mau naik 500 rbu jga gpp pak😏😏😏😏😏😏😏,-,0,Negatif,5,Sarkas,Beras:Mahal
Gallendr4,Ada ga si mentri yg bener.,-,0,Negatif,2,Sarkas,Mentan:Blunder
aliza.zakiah.rifaat,dongo bgt sih,-,0,Negatif,2,Sarkas,Beras:Mahal
keysha aurel,"umr e njir , lha beras mok gawe 100ewu lak umr e sak ulan sek sakjuta yo nanges",-,0,Negatif,1,Sarkas,Beras:Mahal
Dwiputri18,"Gini aja pak, bapak coba kerja gajinya UMR trus beli beras 100 ribu per kg gmna? 😁",-,0,Positif,5,Senang,Gaji:Kecil
rany pake Y,bisa diem nggak ? 🤾🤾,-,0,Negatif,1,Sarkas,Mentan:Blunder
Eni Anggoro,menteri2 sekarang pd kenapa ya?! pola pikir nya pd g nyampe banget,-,0,Negatif,1,Sarkas,Mentan:Blunder
Pacarnya Choi Seunghyun,ya kalo rakyat gajinya sama kek elu ya ga pada ribut anying,-,0,Positif,5,Senang,Gaji:Kecil
amy sari,"mdgan Lo pindah aja pa k Jepang sxn,,",-,0,Negatif,2,Sarkas,Jepang:NotComparable
arzzz_oye,pejabat koplok bisa bedain ga jepang sma indo,-,0,Negatif,1,Sarkas,Pejabat:Koplok
@daun putih,"di jepang aj pejabat nya klu korupsi langsung di tindak,di indo baru di selidiki sudah bayar oknum",-,0,Negatif,2,Marah,Mentan:Korupsi
MohNugroho,bandingin UMR nya bapaaaaak paling pinter sedunia,-,0,Positif,5,Senang,UMR:BapaaaaakPalingPinterSedunia
bil🐟,di setarain jepang aja udh nunjukin kalo cacat logika😭,-,0,Negatif,5,Sarkas,Logika:Cacat
.,Pak ee banding tu aple to aple pak bukan banding dgn negara yg sudah jauh maju dari negara kita,-,0,Negatif,2,Sarkas,Banding:DenganNegaraJauhMaju
khairiah173,ada apa dengan indonesia saat ini...,-,0,Negatif,1,Marah,Mentan:Blunder
ousysys🥱,Standart dia yaa emg gaji dia sendiri anjir😭 mangknya pakkk coba lihat rakyat kecil yg bener2 kecil😭,-,0,Negatif,1,Sedih,Gaji:Kecil
artadip_,negara berkembang disamain sama negara maju? berhentihh jyangan lanjyuttt,-,0,Negatif,1,Marah,Mentan:Blunder
rest,"lah emng jepang beras 100 ribu perkilo, tapi bayaran kerjan per jam nya aja dapet 100 ribu, lah indonesia berapa?? lawak",-,0,Positif,5,Senang,Jepang:Keren
belllll💫,upah disana sama disini sama rata ngga pak? ngomong dipikirin dulu aja pak udah pusing,-,0,Negatif,2,Marah,Mentan:Blunder
farid&leni,"😂😂😂😂kadang kocak juga . indo sama jepanh itu beda jauh , ngga bakal sama ,, ibarat kata jepang itu di atas nah indo itu di ......w.......h,,,,",-,0,Negatif,1,Sarkas,Jepang:Beda
D.Den,udah bilang aja kalo pinginnya tunjangan beras yang 12jt mau dinaiki lagi,-,0,Negatif,1,Marah,Mentan:Blunder
Yuliiaaaokt,Bapa kenapa sihh udah makan belummm ?,-,0,Negatif,2,Sarkas,Bapa:Beda
🅰️Shod 🧑‍🌾,HIDUP SEKALI KENAPA JADI WNI☹️PEJABATNYA LUCU²😌,-,0,Negatif,5,Sarkas,Mentan:Blunder
Salim,"semua petani PDI, ingin sjhtera buk,bukan hanya pjbt/DPR aja.",-,0,Negatif,2,Marah,Mentan:Blunder
mattcyyy,"ya beda lah kocak, jangan di samain ama jepang kocak ye kocak lu",-,0,Negatif,5,Marah,Mentan:Blunder
Vanilla blue🦋,tolol di bandingin sama jepang,-,0,Negatif,1,Sarkas,Bandingan:Mahal
fahreza_febiani1105,"penghasilannya aja udah beda ... udah bener diem aja ,,jadi malu sendiri kan 😅😅😅",-,0,Positif,5,Senang,Penghasilan:Banyak
Anori,gua setuju sihh Mentri pertanian ingin mensejahterakan petani,-,0,Positif,5,Senang,Mentan:Dukungan
el,maloee,-,0,Negatif,2,Marah,Harga:Beras:Mahal
lingga.ayu,meni ke jauhan dibandingkan dgn Jepang,-,0,Negatif,1,Marah,Mentan:Blunder
kayanmanggala2,pak2 anda membandingkan dg Jepang yg negara maju dan korupsi nya gak kayak di Konoha pak,-,0,Negatif,1,Sarkas,Mentan:Blunder
A•V ✓,"mentri pekok anj,",-,0,Negatif,1,Sarkas,Mentan:Pekok
Moch meddy apryana,umr jepang pak beratanya dengan nada melotot,-,0,Negatif,2,Sarkas,UMR Jepang:Pak Beratanya
Giovanni_,bisa-bisanya punya Mentri pertanian se tho lol ini,-,0,Negatif,1,Sarkas,Mentan:Blunder
ALL IN BAYERN 👑,"Whop Whop ngeleg dikit gak ngaruh,",-,0,Negatif,2,Sarkas,Harga:BedaDenganJepang
Ti Cans 🫶🏼,Ini bapak syp sih 😭,-,0,Negatif,2,Sarkas,Bapak:Syp
Dinda,pakkkk di indonesia masih banyak yg kerja upahnya di bawah 100rb jangan bandingin sama jepang,-,0,Negatif,2,Marah,Beras:Mahal
meliaw.nich,masalahnya umr kami 2 juta pak,-,0,Negatif,1,Marah,UMR Indonesia:Mahal
wongmu,lah masalahnya gaji dijepang gede bambanggg,-,0,Negatif,2,Sarkas,Gaji:Kecil
Fitri Djenal,"Kalau kita punya penghasilan seperti Bpk Menteri dan Anggota Dewan yg terhormat gak masalah pak, jangankan 100 ribu 1 juta pun gak masalah",-,0,Negatif,2,Sarkas,Gaji:Kecil
SelaFebiola,indo disamain jepang 🙃🙃 mikirrrr,-,0,Negatif,2,Sarkas,Mentan:Blunder
sunfs,UMR NYA BEDAAAA🙂,-,0,Negatif,1,Marah,UMR:Beda
Mustaqim Mustaqim,menteri ngk bermutu,-,0,Negatif,1,Sarkas,Mentan:Bermutu
🔥,udh tau rakyat miskin di korupsi dimna² dasar negara Konoha,-,0,Negatif,5,Sarkas,Mentan:Blunder
Ju Ju k,muwatane🤣,-,0,Negatif,2,Sarkas,Beras:Mahal
Sika Dwi Pangga,Capek bgt yg muncul mereka mulu yg otaknya gak nyampe 😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
GY🦂,YA JELAS RIBUT LAHHHHH.... GAJI SE UPRITTTT HARGA BERAS MAU DI SAMAIN SM JEPANG .. COBA SEKALI KALI SAMAIN NYA SM GAJI JEPAANNGGGG... BAGAIMANA INDONESIA BISA SAMA GAJINYA SM JEPANGGGGGGG...,-,0,Negatif,1,Marah,Harga Beras:Mahal
R1nur4,makin sini makin keliatan tolol nya pemerintah,-,0,Negatif,2,Sarkas,Pemerintah:Blunder
Adi,"Jepang sesuai gaji, data beli dan penghasilan",-,0,Negatif,1,Marah,Jepang:Berbeda
Jujun forester,sini pak ke Jawa tengah biar lihat petani di Jawa tengah yg gagal panen karna tikus krna hama dll...,-,0,Negatif,2,Marah,Beras:Mahal
mega🌸,Jepang gaji besar indonesia harus menguasai elemen” biar bisa dpt krja bgs gaji pun bgs😁,-,0,Negatif,2,Sarkas,Gaji:Besar
𝖄𝖆𝖘𝖆𝖘𝖍𝖎𝖌𝖆𝖎𝖏𝖎𝖓,5kg beras dijepang 200rb pak saya tinggal dijepang ini😂,-,0,Positif,5,Senang,Beras:Murah
userrr82726,toloooll,-,0,Negatif,2,Marah,Beras:Mahal
liana,"hadeuh pak sekali kali ngobrol sama rakyat yg paling sederhana pak bagaimana hidup sehari harinya mereka, baru membandingkan dengan negara lain",-,0,Negatif,2,Sarkas,Mentan:Blunder
torta,Milih mentri dongo smua,-,0,Negatif,2,Sarkas,Mentan:Blunder
raga,"kalian makan pajak ny kegedean woi, yg korupnya juga kebanyakan. makanya negara susah 😂",-,0,Negatif,5,Sarkas,Pajak:Beda
bul 🌙,ah dungu,-,0,Negatif,2,Sarkas,Beras:Mahal
Croissants🥐,Tunjangan betasnya 12jt wkwkwkw,-,0,Negatif,2,Sarkas,Beras:Mahal
rosa,jepang negara maju kerjaan di mana2 mau apa2 naik juga sesuay sama pemasukkan lah kita di sini buseh kerja dari pagi ke malem. aja belum tentu bisa kebeli beras sekilo 100 ga semuaa warga lu punya duit kali gimana kalo yang ga punya duwit ga bisa beli beras. bacot bangat lu,-,0,Negatif,1,Marah,Mentan:Blunder
WMD (Warung Mas Day),"wes ta sulit musuh wong"" ngene ki 😅",-,0,Negatif,2,Sarkas,Mentan:Blunder
I N D A H,ngomong yang penting❌ yang penting ngomong ✅,-,0,Negatif,1,Marah,Mentan:Blunder
tata,ooohhh bandingin sama jepang??? bandingin juga dong gajinya cokkk,-,0,Negatif,5,Sarkas,Bandingan:Keterlaluan
𝐚𝐛𝐬𝐮𝐫𝐝,"Kok bisa naik di situ ya pak, jalur duit ya",-,0,Negatif,2,Sarkas,Harga:Beda
rachmahintenyulia,Pantesan stock beras gaada,-,0,Negatif,1,Sarkas,Beras:Mahal
merza rayanza,"coba yang naik terkusus anggota DPR aja ,rakyat normal harganya gimana",-,0,Negatif,2,Marah,Mentan:Blunder
saintJol,kakean import ae kakeang c4n6keman,-,0,Negatif,2,Sarkas,Import:Beda
bogel,weyyy indonesia ini pada kerja apa,-,0,Negatif,2,Sarkas,Mentan:Blunder
Yuiri,asal ngomong aja bapak. Ga apple to apple lah. Gaji jepang aja berapa pak?? Hadeehhh😒😒,-,0,Negatif,2,Sarkas,Jepang:TidakAppleToApple
messaa,OON IHHH,-,0,Negatif,1,Sarkas,Mentan:Blunder
sabrina,GOBLOOOGGGGGG😭,-,0,Negatif,1,Marah,Mentan:Blunder
Chinthana | Glowing is hobby✨️,"pak, umr jepang jg ga sama kaya indo 😌",-,0,Negatif,2,Sarkas,UMR:Berbeda
May889,innalillahi wa innalillahi roziun,-,0,Negatif,1,Sarkas,Mentan:Blunder
Neo reol i,Kalo 100rb perkilo gue gk makan anj,-,0,Negatif,2,Sarkas,Beras:Mahal
amadun🥐🍡🍰,kocak😭,-,0,Negatif,2,Sarkas,Beras:Mahal
wong sepele,"mentri, DPR OTAKNYA PADA SENGKLEK....indonesia d bandingkan sama negara maju....",-,0,Negatif,1,Marah,Mentan:Blunder
d 🎀,eror,-,0,Negatif,1,Marah,Mentan:Blunder
Lia Amanda,Sesuai umr anjiiir,-,0,Negatif,2,Marah,Beras:Mahal
.moodie🥀,"bner yg mau dibenahi itu emang dr kt rakyatnya dulu,,siapa yg suka di kasi amplop secr tdk lgsg kt pny andil knp mereka begitu",-,0,Negatif,5,Marah,Mentan:Blunder
NoName,goblok😭😭😭,-,0,Negatif,1,Sarkas,Mentan:Blunder
🅰️ A,"Nek pgn naik, gaji umr podokno jepng pak",-,0,Negatif,1,Marah,UMR:Kecil
saintJol,jepang oro ono sing bayarane sak juta,-,0,Negatif,2,Sarkas,Jepang:OroOno
SAKi ˙𐃷˙,masih negara berkembang udah dibandingin sama jepang anjir,-,0,Negatif,2,Sarkas,Aspek:BedaHarga
Pemuda Harapan Keluarga,kalo mau di bandingkan sama jepang. bandingkan juga ekonominya kesejahteraan rakyatnya jangan cuma bandingkan harga berasnya,-,0,Negatif,2,Sarkas,Bandingkan:Mentan
bahlul_bin_ethanolmrebet,tololll,-,0,Negatif,2,Marah,Beras:Mahal
GY🦂,WOIIII PENDAPATAN JEPANGG JUGA TINGGIIII.. GK KEK DISINI.... !!!!!!!!!!!!!!,-,0,Negatif,1,Sarkas,Pendapatan Jepang:Mahal
farrr,make nih orang,-,0,Negatif,2,Sarkas,Mentan:Blunder
fififianaaaaa,Pakkkk jadi dpr lewat jalur apasih? Ko bisa bisanya indo yg negara terbelakang gini dibandingin sama jepang yg negara majuuu? Ngawurr ampunn,-,0,Negatif,1,Marah,Mentan:Blunder
⋆˚࿔ utari 𝜗𝜚˚⋆,"Ya gaji dijepang berapa pak loohh ,",-,0,Negatif,2,Sarkas,Gaji:Kecil
Sarah ashari,"jepang gaji cuma nyuci piring aja berapa,,,, Indonesia kerja perhari cuma 100rb ada jg dibawa 100rb ,,, bnr "" dehh",-,0,Positif,5,Senang,Jepang:Kecil
siti_rohaeti,"Buseeeeeeeeet di sandingin ama Jepang yang umr nya 20-50jt / bulan (btw ponakan aku kerja di Jepang soalnya ),di indo umr 2-5 jt / bulan",-,0,Negatif,5,Marah,Mentan:BerasMahal
تري,@I pemerintah hidup hanya untuk membandingkan rakyatnya,-,0,Negatif,2,Sarkas,Pemerintah:HanyaMembandingkanRakyatnya
心中所爱❤️‍🩹,Yg milih dia siape sih,-,0,Negatif,2,Sarkas,Mentan:Blunder
ibrahimbachrieal,"walaupun beras mahal kedepannya. tetap petani sengsara, tengkulak²lah yang untung besar🗿",-,0,Negatif,2,Sarkas,Tengkulak:Untung
nalaa,lah Indonesia msih bnyk yg susah coy,-,0,Negatif,2,Sedih,Beras:Mahal
Asih Rahayuputri,"jepang pendapatannya sesuai pak sama harga jual, jgn ngadi2 deh pak",-,0,Positif,5,Senang,Jepang:PakSama
Kaani,bodooh!,-,0,Negatif,2,Sarkas,Mentan:Bodooh
Septian Irwn,Gaji ajaa masih ada yg dibawah 3jt blg naek dikit udh ribut🤣,-,0,Negatif,2,Sarkas,Gaji:Kecil
Wkwkwkwkw,gelo,-,0,Negatif,2,Marah,Beras:Mahal
zayrakiri,aduh ktl ktl,-,0,Negatif,1,Marah,Mentan:Mahal
Kriss🤏,elehh paling bbrpa hari lagi klarifikasi hahahaha,-,0,Negatif,2,Sarkas,Mentan:Blunder
YUN🅰️,YA KALO UMK INDO 25 JUTA PAK,-,0,Negatif,2,Marah,UMK INDO:Besar
Para Kambing,"rakyat harus menyesuaikan diri dengan Jepang, pejabatnya menyesuaikan diri dg Jepang enggak?",-,0,Negatif,2,Sarkas,Mentan:Blunder
Nyip,umr jepang juga sering naik pak,-,0,Netral,3,Kaget,UMR Jepang:Naik
Lestari Megga,jepang TKW Ajja gaji puluhan juta pakkkk indonesia minim rumah tangga 2 juta inggta itu ya,-,0,Negatif,1,Marah,Mentan:Blunder
Lychhee,"pak udh pak, teu kuat ieu seseurian wae ,meni ngabodor wae mneh teh pak🤣🤣🤣",-,0,Positif,5,Senang,Sarkasme:Besar
doyok,gblokkkk gblokk,-,0,Negatif,1,Sarkas,Mentan:Blunder
Pineapale🍍,Jepang umr nya 3juta bukan?🤣,-,0,Positif,5,Senang,Jepang:Keren
dyaaaaa🍒,"La gajine pirooooo cok, tekke lo deleh ndi",-,0,Negatif,2,Sarkas,Beras:Mahal
Nuky_Dwi_Setiawan,umr aja udah beda🗿,-,0,Negatif,2,Sarkas,UMR:Mahal
